id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating
708,voting,I am not confident at all that people who are legally qualified and want to vote are able to cast a ballot,1,5,5,3,5,4,5,5,5,4,5,2,5,9,5,5,5,5,5,11,5
709,voting,I am not confident at all that people who are NOT legally qualified to vote are prevented from casting a ballot,1,18,5,50,5,30,5,40,5,19,5,11,5,7,5,6,5,3,5,3,5
710,voting,I am not too confident that people who are legally qualified and want to vote are able to cast a ballot,1,17,5,6,5,7,5,10,5,11,5,14,5,27,5,18,5,25,5,36,5
711,voting,I am not too confident that people who are NOT legally qualified to vote are prevented from casting a ballot,1,24,5,36,5,38,5,36,5,36,5,28,5,18,5,12,5,10,5,10,5
712,voting,I am somewhat confident that people who are legally qualified and want to vote are able to cast a ballot,1,36,5,23,5,24,5,38,5,38,5,38,5,38,5,38,5,46,5,37,5
713,voting,I am somewhat confident that people who are NOT legally qualified to vote are prevented from casting a ballot,1,31,5,7,5,21,5,17,5,33,5,39,5,40,5,42,5,40,5,26,5
714,voting,I am very confident that people who are legally qualified and want to vote are able to cast a ballot,1,40,5,67,5,63,5,46,5,45,5,43,5,22,5,38,5,22,5,14,5
715,voting,I am very confident that people who are NOT legally qualified to vote are prevented from casting a ballot,1,25,5,6,5,9,5,7,5,10,5,20,5,32,5,37,5,45,5,60,5
716,voting,I somewhat favor allowing people convicted of felonies to vote after serving their sentences,1,35,5,30,5,31,5,33,5,43,5,36,5,37,5,37,5,34,5,25,5
717,voting,I somewhat favor automatically registering all eligible citizens to vote,1,25,5,15,5,23,5,23,5,34,5,27,5,30,5,29,5,27,5,15,5
718,voting,"I somewhat favor making early, in-person voting available to voters for at least two weeks prior to Election Day",1,31,5,36,5,43,5,36,5,42,5,40,5,27,5,25,5,26,5,12,5
719,voting,I somewhat favor making Election Day a national holiday,1,27,5,36,5,23,5,30,5,29,5,26,5,26,5,24,5,27,5,16,5
720,voting,I somewhat favor removing people from registration lists if they have not recently voted or confirmed their registration,1,25,5,32,5,37,5,27,5,37,5,36,5,22,5,20,5,13,5,9,5
721,voting,I somewhat favor requiring all voters to show government-issued photo identification to vote,1,23,5,6,5,12,5,8,5,26,5,29,5,33,5,30,5,32,5,22,5
722,voting,I somewhat favor requiring electronic voting machines to print a paper backup of the ballot,1,39,5,28,5,39,5,33,5,43,5,44,5,41,5,41,5,43,5,46,5
723,voting,I somewhat oppose allowing people convicted of felonies to vote after serving their sentences,1,16,5,25,5,29,5,28,5,19,5,15,5,6,5,8,5,11,5,6,5
724,voting,I somewhat oppose automatically registering all eligible citizens to vote,1,18,5,23,5,24,5,19,5,25,5,28,5,15,5,11,5,12,5,5,5
725,voting,"I somewhat oppose making early, in-person voting available to voters for at least two weeks prior to Election Day",1,12,5,18,5,11,5,22,5,22,5,14,5,8,5,4,5,3,5,1,5
726,voting,I somewhat oppose making Election Day a national holiday,1,16,5,18,5,24,5,17,5,20,5,22,5,12,5,14,5,13,5,2,5
727,voting,I somewhat oppose removing people from registration lists if they have not recently voted or confirmed their registration,1,24,5,10,5,19,5,19,5,26,5,25,5,29,5,28,5,31,5,29,5
728,voting,I somewhat oppose requiring all voters to show government-issued photo identification to vote,1,13,5,2,5,2,5,1,5,10,5,12,5,19,5,15,5,22,5,31,5
729,voting,I somewhat oppose requiring electronic voting machines to print a paper backup of the ballot,1,10,5,5,5,6,5,5,5,15,5,14,5,10,5,11,5,12,5,7,5
730,voting,I strongly favor allowing people convicted of felonies to vote after serving their sentences,1,36,5,10,5,19,5,17,5,25,5,36,5,53,5,47,5,49,5,69,5
731,voting,I strongly favor automatically registering all eligible citizens to vote,1,36,5,5,5,16,5,20,5,16,5,28,5,49,5,52,5,56,5,79,5
732,voting,"I strongly favor making early, in-person voting available to voters for at least two weeks prior to Election Day",1,47,5,19,5,23,5,24,5,24,5,40,5,61,5,65,5,67,5,86,5
733,voting,I strongly favor making Election Day a national holiday,1,42,5,23,5,29,5,36,5,28,5,31,5,53,5,49,5,54,5,80,5
734,voting,I strongly favor removing people from registration lists if they have not recently voted or confirmed their registration,1,21,5,51,5,31,5,45,5,19,5,17,5,7,5,10,5,8,5,1,5
735,voting,I strongly favor requiring all voters to show government-issued photo identification to vote,1,53,5,91,5,85,5,89,5,59,5,55,5,31,5,38,5,26,5,15,5
736,voting,I strongly favor requiring electronic voting machines to print a paper backup of the ballot,1,43,5,62,5,49,5,55,5,34,5,32,5,36,5,41,5,38,5,44,5
737,voting,I strongly oppose allowing people convicted of felonies to vote after serving their sentences,1,12,5,35,5,19,5,21,5,13,5,12,5,2,5,6,5,3,5,1,5
738,voting,I strongly oppose automatically registering all eligible citizens to vote,1,19,5,54,5,35,5,38,5,24,5,16,5,4,5,7,5,3,5,1,5
739,voting,"I strongly oppose making early, in-person voting available to voters for at least two weeks prior to Election Day",1,9,5,24,5,21,5,17,5,10,5,5,5,1,5,3,5,1,5,1,5
740,voting,I strongly oppose making Election Day a national holiday,1,13,5,19,5,21,5,16,5,21,5,19,5,6,5,12,5,4,5,2,5
741,voting,I strongly oppose removing people from registration lists if they have not recently voted or confirmed their registration,1,27,5,4,5,12,5,8,5,15,5,21,5,40,5,40,5,44,5,60,5
742,voting,I strongly oppose requiring all voters to show government-issued photo identification to vote,1,10,5,1,5,0,5,2,5,4,5,3,5,15,5,16,5,18,5,32,5
743,voting,I strongly oppose requiring electronic voting machines to print a paper backup of the ballot,1,5,5,3,5,5,5,5,5,4,5,8,5,6,5,6,5,4,5,2,5
744,voting,"If election rules were changed to make it easier to register and vote, that would also make elections less secure",0,36,5,79,5,64,5,61,5,49,5,37,5,19,5,15,5,14,5,6,5
745,voting,It is not important at all that people who are legally qualified and want to vote are able to cast a ballot,0,1,5,1,5,1,5,1,5,3,5,1,5,2,5,1,5,0,5,0,5
746,voting,It is not important at all that people who are NOT legally qualified to vote are prevented from casting a ballot,0,6,5,4,5,4,5,6,5,6,5,5,5,13,5,5,5,4,5,10,5
747,voting,It is not too important that people who are legally qualified and want to vote are able to cast a ballot,0,3,5,2,5,4,5,3,5,8,5,6,5,2,5,1,5,3,5,0,5
748,voting,It is not too important that people who are NOT legally qualified to vote are prevented from casting a ballot,0,11,5,1,5,4,5,4,5,12,5,9,5,25,5,9,5,16,5,25,5
749,voting,It is somewhat important that people who are legally qualified and want to vote are able to cast a ballot,0,12,5,6,5,10,5,10,5,19,5,15,5,13,5,9,5,12,5,5,5
750,voting,It is somewhat important that people who are NOT legally qualified to vote are prevented from casting a ballot,0,22,5,5,5,10,5,6,5,20,5,26,5,33,5,26,5,33,5,36,5
751,voting,It is very important that people who are legally qualified and want to vote are able to cast a ballot,0,82,5,90,5,84,5,85,5,68,5,76,5,81,5,88,5,83,5,94,5
752,voting,It is very important that people who are NOT legally qualified to vote are prevented from casting a ballot,0,59,5,90,5,79,5,83,5,60,5,58,5,26,5,57,5,46,5,28,5
753,voting,It would not make elections any less secure if election rules were changed to make it easier to register and vote,0,61,5,19,5,32,5,36,5,47,5,58,5,78,5,83,5,84,5,93,5
754,voting,"Thinking about the way in which the president is elected in this country, I would prefer changing the current system, so the candidate who receives the most total votes nationwide wins the election",1,55,5,22,5,30,5,43,5,38,5,58,5,68,5,68,5,69,5,93,5
755,voting,"Thinking about the way in which the president is elected in this country, I would prefer keeping the current system, in which the candidate who wins the most votes in the Electoral College wins the election",1,43,5,77,5,65,5,55,5,60,5,37,5,29,5,31,5,30,5,7,5
756,voting,Voting by people like me doesn’t really affect how government runs things,0,39,5,40,5,38,5,61,5,49,5,44,5,43,5,29,5,20,5,22,5
757,voting,Voting gives people like me some say about how government runs things,0,59,5,59,5,61,5,38,5,49,5,52,5,55,5,70,5,79,5,77,5
758,voting,Voting is a fundamental right for every adult U.S. citizen and should not be restricted in any way,0,57,5,19,5,29,5,25,5,40,5,56,5,83,5,79,5,82,5,91,5
759,voting,Voting is a privilege that comes with responsibilities and can be limited if adult U.S. citizens don’t meet some requirements,0,42,5,80,5,70,5,74,5,59,5,42,5,15,5,20,5,17,5,8,5
