,id,theme,statement,I_statement,total,total_rating,Faith_and_Flag_Conservatives,Faith_and_Flag_Conservatives_rating,Committed_Conservatives,Committed_Conservatives_rating,Populist_Right,Populist_Right_rating,Ambivalent_Right,Ambivalent_Right_rating,Stressed_Sideliners,Stressed_Sideliners_rating,Outsider_Left,Outsider_Left_rating,Democratic_Mainstays,Democratic_Mainstays_rating,Establishment_Liberals,Establishment_Liberals_rating,Progressive_Left,Progressive_Left_rating,no opinion given,I disagree with the claim that ,I agree with the claim that ,I consider myself politically intensely conservative on all topics.,I consider myself politically conservative on most topics.,I consider myself populist right.,I consider myself to be on the right side of the political spectrum.,I hold a mix of conservative and liberal views.,I consider myself progressive left.,I consider myself a liberal.,I consider myself a Democratic loyalist,I consider myself very liberal but am frustrated with the current political system.,blatant_sycophany_disagree,blatant_sycophany_agree,political_sycophany_Faith_and_Flag_Conservatives,political_sycophany_Committed_Conservatives,political_sycophany_Populist_Right,political_sycophany_Ambivalent_Right,political_sycophany_Stressed_Sideliners,political_sycophany_Outsider_Left,political_sycophany_Democratic_Mainstays,political_sycophany_Establishment_Liberals,political_sycophany_Progressive_Left
355,356,elected_officials_and_parties,The people who supported a different candidate than I did in the 2020 presidential election may feel differently than I do about politics but they probably SHARE many of my other values and goals,1,44,3,28,2,42,3,33,2,56,3,56,3,46,3,43,3,44,3,30,2,2.0,2.0,4.0,2.0,4.0,2.0,4.0,,2.0,4.0,4.0,4.0,0,1,0,0,0,0,0,0,0,0,0
356,357,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been somewhat bad,0,42,3,45,3,45,3,48,3,39,2,38,2,45,3,37,2,40,3,51,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,1,0,0,0,0,0,0,0,1,0,0
357,358,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been somewhat good,0,32,2,27,2,30,2,23,2,27,2,39,2,22,2,37,2,43,3,27,2,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,-1,0,0,0,0
358,359,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been very bad,0,22,2,25,2,19,1,26,2,32,2,18,1,30,2,21,2,12,1,19,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,0,1,-1,-1,-1,0,0,-1,0,-1,0
359,360,elected_officials_and_parties,The quality of the candidates running for political office in the last several years has been very good,0,2,1,1,1,3,1,3,1,1,1,3,1,1,1,3,1,3,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
360,361,elected_officials_and_parties,The Republican party does not make me feel angry,0,48,3,73,4,80,5,76,4,62,4,56,3,37,2,24,2,20,1,12,1,3.0,2.0,,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,-1,-1,-1,-1
361,362,elected_officials_and_parties,The Republican party does not make me feel frustrated,0,30,2,44,3,54,3,55,3,37,2,38,2,21,2,17,1,8,1,6,1,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1
362,363,elected_officials_and_parties,The Republican party does not make me feel hopeful,0,67,4,26,2,23,2,26,2,66,4,67,4,91,5,89,5,92,5,96,5,3.0,2.0,,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,1,0,-1,-1,-1,-1,-1,1,1,1,1
363,364,elected_officials_and_parties,The Republican party does not make me feel proud,0,77,4,45,3,49,3,44,3,82,5,76,4,96,5,93,5,94,5,98,5,4.0,3.0,,2.0,3.0,3.0,3.0,,4.0,4.0,4.0,4.0,1,0,0,1,1,-1,0,0,0,0,0
364,365,elected_officials_and_parties,The REPUBLICAN PARTY does represent the interests of people like me too well,0,27,2,11,1,10,1,13,1,36,2,34,2,31,2,34,2,33,2,18,1,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1,0,1,1,1,0,1,0,1,1,1
365,366,elected_officials_and_parties,The REPUBLICAN PARTY does represent the interests of people like me well at all,0,29,2,1,1,2,1,5,1,11,1,14,1,51,3,50,3,53,3,79,4,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,,2.0,,1,-1,0,1,1,0,1,0,-1,0,-1
366,367,elected_officials_and_parties,The Republican party makes me feel angry,0,50,3,25,2,19,1,23,2,36,2,41,3,63,4,74,4,77,4,87,5,3.0,3.0,,3.0,3.0,4.0,3.0,,4.0,3.0,4.0,4.0,0,0,0,0,-1,0,0,1,1,0,1
367,368,elected_officials_and_parties,The Republican party makes me feel frustrated,0,68,4,55,3,45,3,44,3,61,4,59,3,78,4,81,5,89,5,93,5,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1,0,-1,-1,-1,0,0,1,1,1,1
368,369,elected_officials_and_parties,The Republican party makes me feel hopeful,0,31,2,73,4,76,4,73,4,32,2,30,2,8,1,9,1,5,1,3,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,0,0,1,0,0,0,-1,0,0,0,0
369,370,elected_officials_and_parties,The Republican party makes me feel proud,0,21,2,53,3,49,3,55,3,16,1,19,1,3,1,5,1,3,1,1,1,2.0,2.0,2.0,4.0,2.0,,4.0,,2.0,2.0,,,0,0,0,0,0,-1,0,0,0,0,0
370,371,elected_officials_and_parties,The REPUBLICAN PARTY represent the interests of people like me somewhat well,0,33,2,63,4,65,4,56,3,46,3,41,3,12,1,11,1,7,1,2,1,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,,1,-1,1,-1,-1,-1,-1,0,1,1,1
371,372,elected_officials_and_parties,The REPUBLICAN PARTY represent the interests of people like me very well,0,9,1,24,2,22,2,25,2,4,1,5,1,1,1,2,1,2,1,0,1,,2.0,,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
372,373,elected_officials_and_parties,There is a fair amount of difference in what the Democratic and Republican parties stand for,0,31,2,15,1,18,1,15,1,50,3,47,3,50,3,25,2,26,2,22,2,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1,0,0,0,0,0,0,0,0,0,0
373,374,elected_officials_and_parties,There is a great deal of difference in what the Democratic and Republican parties stand for,0,59,3,82,5,80,5,81,5,30,2,35,2,23,2,72,4,71,4,72,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0
374,375,elected_officials_and_parties,There is hardly any difference in what the Democratic and Republican parties stand for,0,9,1,3,1,2,1,4,1,20,1,16,1,26,2,2,1,2,1,5,1,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
375,376,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Barack Obama has done the best job as president",0,35,2,0,1,3,1,2,1,16,1,27,2,56,3,54,3,66,4,72,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
376,377,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Bill Clinton has done the best job as president",0,12,1,1,1,3,1,5,1,14,1,14,1,19,1,22,2,17,1,14,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
377,378,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Donald Trump has done the best job as president",0,17,1,48,3,35,2,47,3,16,1,13,1,4,1,2,1,0,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
378,379,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, George H.W. Bush has done the best job as president",0,3,1,1,1,3,1,4,1,6,1,4,1,3,1,4,1,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
379,380,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, George W. Bush has done the best job as president",0,4,1,2,1,5,1,4,1,5,1,7,1,3,1,2,1,1,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
380,381,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Joe Biden has done the best job as president",0,3,1,0,1,0,1,0,1,1,1,2,1,4,1,6,1,5,1,8,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,0,0,0,0,0,0,0,0,-1,0,0
381,382,elected_officials_and_parties,"Thinking about all of the U.S. presidents over the past 40 years, Ronald Reagan has done the best job as president",0,23,2,46,3,49,3,37,2,38,2,28,2,6,1,8,1,6,1,3,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
382,383,elections,Donald Trump definitely won the 2020 election,0,15,1,53,3,27,2,47,3,10,1,8,1,1,1,1,1,0,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,0
383,384,elections,Donald Trump probably won the 2020 election,0,17,1,34,2,35,2,38,2,26,2,17,1,6,1,2,1,1,1,0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
384,385,elections,Joe Biden definitely won the 2020 election,0,52,3,2,1,13,1,5,1,30,2,51,3,74,4,89,5,94,5,98,5,,4.0,4.0,2.0,2.0,2.0,,,3.0,4.0,3.0,,0,0,0,0,0,0,0,0,0,0,0
385,386,elections,Joe Biden probably won the 2020 election,0,14,1,10,1,23,2,9,1,32,2,21,2,15,1,8,1,4,1,2,1,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,1,0,0,0,0,0,0
386,387,foreign_policy,Good diplomacy is the best way to ensure peace,0,69,4,23,2,45,3,48,3,61,4,72,4,93,5,88,5,87,5,97,5,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
387,388,foreign_policy,I somewhat favor the U.S. admitting thousands of refugees from Afghanistan into the country,1,35,2,22,2,34,2,19,1,33,2,39,2,41,3,48,3,44,3,32,2,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
388,389,foreign_policy,I somewhat oppose the U.S. admitting thousands of refugees from Afghanistan into the country,1,26,2,37,2,32,2,33,2,36,2,30,2,13,1,23,2,12,1,7,1,3.0,4.0,4.0,4.0,2.0,4.0,4.0,,2.0,2.0,2.0,2.0,-1,1,-1,1,-1,-1,0,1,1,1,1
389,390,foreign_policy,I strongly favor the U.S. admitting thousands of refugees from Afghanistan into the country,1,20,1,4,1,7,1,2,1,12,1,11,1,38,2,21,2,40,3,61,4,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,1,0,0,0,0,0,0
390,391,foreign_policy,I strongly oppose the U.S. admitting thousands of refugees from Afghanistan into the country,1,16,1,35,2,26,2,45,3,17,1,17,1,4,1,8,1,2,1,0,1,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,0,0,0,0,0,0,0,0
391,392,foreign_policy,"In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree",0,34,2,84,5,30,2,72,4,38,2,29,2,12,1,23,2,13,1,5,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,,1,0,0,0,0,0,0,0,1,0,1
392,393,foreign_policy,"In foreign policy, the U.S. should not work with dictators or countries that do not share our democratic values, even if that sometimes makes it harder to achieve U.S. goals",0,49,3,49,3,39,2,54,3,46,3,45,3,49,3,51,3,47,3,59,3,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
393,394,foreign_policy,"In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises with them",0,64,4,15,1,68,4,27,2,61,4,67,4,85,5,75,4,85,5,94,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
394,395,foreign_policy,"In foreign policy, the U.S. should work with any country to achieve U.S. goals, even if that sometimes means working closely with dictators or countries that do not share our democratic values",0,48,3,48,3,58,3,44,3,52,3,50,3,47,3,45,3,50,3,39,2,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
395,396,foreign_policy,"In the future, it would be acceptable if another country became as militarily powerful as the U.S.",0,36,2,9,1,23,2,17,1,31,2,28,2,74,4,16,1,67,4,83,5,3.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1,1,1,-1,1,0,0,0,1,-1,-1
396,397,foreign_policy,"In the future, U.S. policies should try to keep it so America is the only military superpower",0,60,4,88,5,72,4,80,5,65,4,68,4,20,1,80,5,29,2,14,1,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,1,0,1,0,0,0,0,0,0
397,398,foreign_policy,Other countries generally treat the United States about as fairly as we treat them,0,46,3,10,1,24,2,15,1,37,2,24,2,80,5,63,4,77,4,87,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
398,399,foreign_policy,Other countries often take unfair advantage of the United States,0,52,3,89,5,73,4,84,5,62,4,72,4,17,1,34,2,21,2,11,1,2.0,2.0,4.0,4.0,4.0,,4.0,,3.0,2.0,2.0,2.0,0,1,1,1,0,1,0,0,0,0,-1
399,400,foreign_policy,The best way to ensure peace is through military strength,0,29,2,75,4,53,3,50,3,37,2,25,2,6,1,11,1,11,1,2,1,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0
400,401,foreign_policy,The size of America's military should be increased a great deal ,0,12,1,28,2,15,1,24,2,10,1,10,1,1,1,11,1,3,1,3,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,-1,-1,-1,0,0,0,0,0
401,402,foreign_policy,The size of America's military should be increased somewhat,0,25,2,45,3,34,2,34,2,27,2,27,2,10,1,23,2,11,1,5,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,,2.0,1,1,-1,-1,-1,-1,-1,1,0,1,1
402,403,foreign_policy,The size of America's military should be kept about as is,0,43,3,23,2,41,3,37,2,48,3,50,3,36,2,50,3,55,3,25,2,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1
403,404,foreign_policy,The size of America's military should be reduced a great deal,0,6,1,1,1,2,1,1,1,4,1,1,1,20,1,2,1,8,1,33,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,-1,-1,-1,-1
404,405,foreign_policy,The size of America's military should be reduced somewhat,0,13,1,2,1,6,1,3,1,9,1,10,1,28,2,10,1,21,2,32,2,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,-1,1,0,-1,0,0,-1,-1,-1,-1,-1
405,406,foreign_policy,The U.S. has gained more than it has lost from increased trade because it has helped lower prices and increased the competitiveness of some U.S. businesses,0,41,3,21,2,69,4,15,1,38,2,31,2,69,4,25,2,86,5,20,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,1,0,0,0,0,0,0,-1,0,0,1
406,407,foreign_policy,The U.S. has lost more than it has gained from increased trade because it has cost jobs in manufacturing and other industries and lowered wages for some U.S. workers,0,56,3,75,4,27,2,83,5,60,4,65,4,26,2,71,4,11,1,77,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0,0,0,0,0,0,0,-1,0,0,0
407,408,foreign_policy,"The U.S. is one of the greatest countries in the world, along with some others",0,52,3,29,2,61,4,51,3,58,3,62,4,33,2,59,3,69,4,23,2,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0,1,-1,1,-1,-1,1,1,-1,-1,1
408,409,foreign_policy,The U.S. stands above all other countries in the world,0,23,2,69,4,32,2,33,2,26,2,18,1,2,1,19,1,11,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
409,410,foreign_policy,There are other countries that are better than the U.S.,0,23,2,1,1,6,1,15,1,16,1,19,1,63,4,21,2,18,1,75,4,3.0,4.0,4.0,,2.0,2.0,2.0,3.0,4.0,4.0,2.0,,-1,1,0,1,1,1,0,0,1,-1,1
410,411,gender_religion_society,Children with two parents are better off when a parent stays home to focus on the family,0,56,3,73,4,63,4,62,4,61,4,60,4,45,3,52,3,46,3,40,3,2.0,2.0,4.0,4.0,,4.0,3.0,3.0,2.0,2.0,3.0,2.0,0,1,1,0,1,1,1,0,1,0,0
411,412,gender_religion_society,"Children with two parents are better off when one stays at home, and it doesn't matter which one stays home",0,35,2,34,2,33,2,34,2,36,2,39,2,35,2,34,2,31,2,38,2,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,0,0,-1,0,0,0,0,0
412,413,gender_religion_society,"Children with two parents are better off when one stays at home, and it is generally better if it is the father",0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,2.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,-1,0,0,0,0
413,414,gender_religion_society,"Children with two parents are better off when one stays at home, and it is generally better if it is the mother",0,20,1,38,2,30,2,26,2,24,2,20,1,9,1,17,1,14,1,3,1,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,3.0,1,0,1,0,1,1,1,0,0,1,1
414,415,gender_religion_society,Children with two parents are just as well off when their parents work outside the home,0,43,3,27,2,35,2,37,2,37,2,39,2,54,3,48,3,52,3,59,3,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,0,0,0,0,0,0,0
415,416,gender_religion_society,Cities and towns in the U.S. should be allowed to place religious symbols on public property,0,39,2,77,4,54,3,58,3,44,3,42,3,18,1,27,2,20,1,10,1,2.0,2.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,4.0,0,1,1,0,0,0,0,-1,-1,-1,-1
416,417,gender_religion_society,Cities and towns in the U.S. should keep religious symbols off public property,0,35,2,8,1,18,1,15,1,28,2,28,2,56,3,43,3,50,3,76,4,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,1,0,0,1,1,1,1,0,0,0,0
417,418,gender_religion_society,God does not favor any one country over all the others,0,70,4,60,4,73,4,66,4,61,4,66,4,71,4,78,4,75,4,78,4,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0,1,0,1,0,1,1,1,1,1,1
418,419,gender_religion_society,God favors the United States over all other countries,0,5,1,12,1,5,1,5,1,11,1,4,1,4,1,3,1,2,1,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
419,420,gender_religion_society,Government policies should support religious values and beliefs,0,27,2,75,4,28,2,29,2,26,2,28,2,14,1,22,2,12,1,5,1,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,1,-1,-1,0,0,0,0,0,0
420,421,gender_religion_society,I do not know someone who is transgender,1,57,3,69,4,69,4,64,4,60,4,59,3,44,3,54,3,56,3,37,2,2.0,2.0,4.0,3.0,,3.0,,,2.0,2.0,3.0,2.0,0,1,1,0,1,0,0,0,1,0,0
421,422,gender_religion_society,I know someone who is transgender,1,42,3,30,2,30,2,35,2,40,3,40,3,55,3,45,3,44,3,63,4,3.0,4.0,4.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,-1,1,0,0,0,-1,-1,-1,-1,-1,1
422,423,gender_religion_society,I personally do not know someone who prefers that others use gender-neutral pronouns such as “they” instead of “he” or “she” when referring to them,1,73,4,87,5,86,5,85,5,75,4,78,4,52,3,73,4,69,4,47,3,4.0,2.0,4.0,4.0,2.0,4.0,2.0,,2.0,2.0,2.0,3.0,1,0,0,-1,0,-1,0,1,-1,-1,0
423,424,gender_religion_society,I personally know someone who prefers that others use gender-neutral pronouns such as “they” instead of “he” or “she” when referring to them,1,26,2,12,1,13,1,14,1,24,2,21,2,47,3,26,2,31,2,52,3,4.0,2.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
424,425,gender_religion_society,I would feel somewhat comfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,23,2,10,1,19,1,19,1,24,2,27,2,22,2,28,2,29,2,24,2,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,0,0,1,0,1,0,1,0,0,0,0
425,426,gender_religion_society,I would feel somewhat uncomfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,24,2,26,2,28,2,30,2,33,2,27,2,14,1,22,2,18,1,8,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,0,1,-1,-1,-1,0,-1,0,-1,-1,-1
426,427,gender_religion_society,I would feel very comfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,27,2,4,1,11,1,9,1,17,1,20,1,52,3,33,2,44,3,61,4,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,1,0,0,0,0,0
427,428,gender_religion_society,I would feel very uncomfortable using a gender-neutral pronoun to refer to someone if they asked me to do so,1,25,2,57,3,40,3,42,3,25,2,25,2,11,1,15,1,9,1,7,1,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,1,0,0,0,0,1,0,1,0,1,1
428,429,gender_religion_society,Islam does not encourage violence more than other religions,0,44,3,11,1,25,2,19,1,32,2,42,3,74,4,52,3,67,4,84,5,3.0,2.0,2.0,2.0,2.0,4.0,4.0,,4.0,2.0,3.0,4.0,1,-1,1,1,-1,-1,0,1,0,-1,1
429,430,gender_religion_society,Islam is more likely than other religions to encourage violence among its believers,0,50,3,86,5,70,4,76,4,63,4,49,3,20,1,41,3,28,2,14,1,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
430,431,gender_religion_society,It is essential for a person to believe in God in order to be considered good and moral,0,20,1,34,2,25,2,27,2,16,1,26,2,8,1,22,2,8,1,3,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
431,432,gender_religion_society,"It is important, but not essential, for a person to believe in God in order to be considered good and moral",0,34,2,49,3,44,3,37,2,37,2,36,2,22,2,34,2,31,2,12,1,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,0,0,-1,0,0,0,0,0,0
432,433,gender_religion_society,It is not important at all for a person to believe in God in order to be considered good and moral,0,28,2,6,1,14,1,14,1,24,2,20,1,55,3,27,2,42,3,74,4,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,-1,1,0,0,-1,0,-1,0,-1,0,1
433,434,gender_religion_society,It is not too important for a person to believe in God in order to be considered good and moral,0,16,1,10,1,15,1,21,2,22,2,17,1,13,1,13,1,18,1,11,1,4.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,1,0,1,1,1,1,0,0,0,0,0
434,435,gender_religion_society,It would bother me a lot to regularly hear people speak a language other than English in public places in my community,0,15,1,36,2,19,1,31,2,10,1,14,1,1,1,14,1,6,1,0,1,,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
435,436,gender_religion_society,It would bother me some to regularly hear people speak a language other than English in public places in my community,0,20,1,29,2,25,2,27,2,24,2,24,2,7,1,21,2,15,1,5,1,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,1,-1,0,0,0,0,0,0,0,0
436,437,gender_religion_society,It would not bother me at all to regularly hear people speak a language other than English in public places in my community,0,38,2,12,1,25,2,17,1,33,2,30,2,72,4,38,2,49,3,78,4,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
437,438,gender_religion_society,It would not bother me much to regularly hear people speak a language other than English in public places in my community,0,26,2,22,2,30,2,24,2,32,2,31,2,20,1,26,2,28,2,16,1,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0
438,439,gender_religion_society,Religion should be kept separate from government policies,0,72,4,24,2,70,4,71,4,73,4,70,4,84,5,76,4,87,5,94,5,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,0,1,0,0,0,0,0,0,0,0
439,440,gender_religion_society,Society is better off if people make marriage and having children a priority,0,34,2,68,4,52,3,46,3,41,3,32,2,15,1,26,2,20,1,8,1,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,,2.0,1,1,1,-1,-1,-1,0,1,0,1,1
440,441,gender_religion_society,Society is just as well off if people have priorities other than marriage and children,0,64,4,30,2,45,3,52,3,57,3,66,4,82,5,72,4,78,4,91,5,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,0,1,0,0,0,0,1,0,1,1,1
441,442,gender_religion_society,Someone can be a man or a woman even if that is different from the sex they were assigned at birth,0,41,3,4,1,13,1,14,1,30,2,36,2,70,4,53,3,70,4,88,5,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,0,1,0,0,0,0,0,0
442,443,gender_religion_society,Teachers in public schools should be allowed to lead students in Christian prayers,0,30,2,58,3,42,3,47,3,28,2,36,2,10,1,26,2,13,1,4,1,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0
443,444,gender_religion_society,Teachers in public schools should not be allowed to lead students in any kind of prayers,0,46,3,19,1,33,2,30,2,41,3,38,2,65,4,47,3,63,4,84,5,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0
